,loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
0,10.4246,4.134643077850342,0.00995404411764706,0.009191176470588236,10,,,,,,,,,
1,7.8733,4.736950874328613,0.009908088235294118,0.01838235294117647,20,,,,,,,,,
2,7.574,1.1807985305786133,0.009862132352941177,0.027573529411764705,30,,,,,,,,,
3,7.2383,0.6382638812065125,0.009816176470588234,0.03676470588235294,40,,,,,,,,,
4,7.1836,0.6887280941009521,0.009770220588235295,0.04595588235294118,50,,,,,,,,,
5,7.0062,0.943734884262085,0.009724264705882352,0.05514705882352941,60,,,,,,,,,
6,6.9754,0.9793758392333984,0.009678308823529411,0.06433823529411764,70,,,,,,,,,
7,6.8184,3.70501971244812,0.00963235294117647,0.07352941176470588,80,,,,,,,,,
8,6.9121,7.153692245483398,0.00958639705882353,0.08272058823529412,90,,,,,,,,,
9,6.7597,2.6516716480255127,0.009540441176470588,0.09191176470588236,100,,,,,,,,,
10,6.6612,0.5258002877235413,0.009494485294117647,0.10110294117647059,110,,,,,,,,,
11,6.487,0.7545524835586548,0.009448529411764706,0.11029411764705882,120,,,,,,,,,
12,6.4996,0.3611609935760498,0.009402573529411765,0.11948529411764706,130,,,,,,,,,
13,6.5051,0.42671459913253784,0.009356617647058824,0.12867647058823528,140,,,,,,,,,
14,6.4954,1.8920661211013794,0.009310661764705882,0.13786764705882354,150,,,,,,,,,
15,6.3715,2.1832025051116943,0.009264705882352942,0.14705882352941177,160,,,,,,,,,
16,6.4843,1.5080962181091309,0.00921875,0.15625,170,,,,,,,,,
17,6.4944,1.0269451141357422,0.009172794117647059,0.16544117647058823,180,,,,,,,,,
18,6.3605,0.7917189598083496,0.009126838235294117,0.17463235294117646,190,,,,,,,,,
19,6.3716,0.97613525390625,0.009080882352941176,0.18382352941176472,200,,,,,,,,,
20,6.3433,1.7681448459625244,0.009034926470588235,0.19301470588235295,210,,,,,,,,,
21,6.3315,2.0725350379943848,0.008988970588235294,0.20220588235294118,220,,,,,,,,,
22,6.2774,1.935197353363037,0.008943014705882353,0.2113970588235294,230,,,,,,,,,
23,6.3828,2.118016004562378,0.00889705882352941,0.22058823529411764,240,,,,,,,,,
24,6.291,0.5004699230194092,0.008851102941176471,0.22977941176470587,250,,,,,,,,,
25,6.2456,0.798576831817627,0.008805147058823529,0.23897058823529413,260,,,,,,,,,
26,6.1876,0.808018147945404,0.00875919117647059,0.24816176470588236,270,,,,,,,,,
27,6.1964,1.6238154172897339,0.008713235294117647,0.25735294117647056,280,,,,,,,,,
28,6.1554,1.1444082260131836,0.008667279411764706,0.2665441176470588,290,,,,,,,,,
29,6.1454,1.8887720108032227,0.008621323529411765,0.2757352941176471,300,,,,,,,,,
30,6.1202,1.2526116371154785,0.008575367647058824,0.2849264705882353,310,,,,,,,,,
31,6.0855,1.807607650756836,0.008529411764705883,0.29411764705882354,320,,,,,,,,,
32,5.8551,0.4441238343715668,0.008483455882352942,0.30330882352941174,330,,,,,,,,,
33,6.1059,0.5521854758262634,0.0084375,0.3125,340,,,,,,,,,
34,6.0483,0.4821544289588928,0.008391544117647058,0.32169117647058826,350,,,,,,,,,
35,6.0912,1.204406976699829,0.008345588235294119,0.33088235294117646,360,,,,,,,,,
36,6.0154,2.3146235942840576,0.008299632352941176,0.3400735294117647,370,,,,,,,,,
37,6.053,1.1091101169586182,0.008253676470588235,0.3492647058823529,380,,,,,,,,,
38,5.9723,1.6015524864196777,0.008207720588235294,0.3584558823529412,390,,,,,,,,,
39,5.9412,0.9027785658836365,0.008161764705882353,0.36764705882352944,400,,,,,,,,,
40,5.8828,1.1288038492202759,0.008115808823529412,0.37683823529411764,410,,,,,,,,,
41,6.0355,1.3595550060272217,0.00806985294117647,0.3860294117647059,420,,,,,,,,,
42,6.0223,0.8667612075805664,0.00802389705882353,0.3952205882352941,430,,,,,,,,,
43,5.9736,0.854633092880249,0.007977941176470589,0.40441176470588236,440,,,,,,,,,
44,6.0499,1.1433173418045044,0.007931985294117648,0.41360294117647056,450,,,,,,,,,
45,5.9351,1.1879340410232544,0.007886029411764705,0.4227941176470588,460,,,,,,,,,
46,5.9959,0.9403558969497681,0.007840073529411766,0.4319852941176471,470,,,,,,,,,
47,5.9571,1.671773910522461,0.007794117647058824,0.4411764705882353,480,,,,,,,,,
48,5.8763,2.012610912322998,0.007748161764705882,0.45036764705882354,490,,,,,,,,,
49,5.8632,0.7798299193382263,0.007702205882352942,0.45955882352941174,500,,,,,,,,,
50,5.8297,1.3708553314208984,0.00765625,0.46875,510,,,,,,,,,
51,5.9711,0.7779306173324585,0.007610294117647059,0.47794117647058826,520,,,,,,,,,
52,5.7636,0.8557519912719727,0.007564338235294118,0.48713235294117646,530,,,,,,,,,
53,5.8554,1.439753770828247,0.007518382352941177,0.4963235294117647,540,,,,,,,,,
54,5.8151,0.6187049746513367,0.007472426470588235,0.5055147058823529,550,,,,,,,,,
55,5.895,0.39637717604637146,0.007426470588235295,0.5147058823529411,560,,,,,,,,,
56,5.7432,1.1545815467834473,0.007380514705882353,0.5238970588235294,570,,,,,,,,,
57,5.881,0.5511047840118408,0.007334558823529411,0.5330882352941176,580,,,,,,,,,
58,5.8516,2.0711381435394287,0.007288602941176471,0.5422794117647058,590,,,,,,,,,
59,5.8483,0.7208661437034607,0.007242647058823529,0.5514705882352942,600,,,,,,,,,
60,5.8021,0.6804018020629883,0.007196691176470589,0.5606617647058824,610,,,,,,,,,
61,5.7985,1.5513982772827148,0.007150735294117647,0.5698529411764706,620,,,,,,,,,
62,5.7872,0.5214436054229736,0.007104779411764706,0.5790441176470589,630,,,,,,,,,
63,5.8373,1.4005311727523804,0.007058823529411765,0.5882352941176471,640,,,,,,,,,
64,5.8033,0.6294817924499512,0.007012867647058824,0.5974264705882353,650,,,,,,,,,
65,5.7241,0.690535306930542,0.006966911764705882,0.6066176470588235,660,,,,,,,,,
66,5.6824,0.8392667174339294,0.006920955882352942,0.6158088235294118,670,,,,,,,,,
67,5.892,2.333258867263794,0.006875,0.625,680,,,,,,,,,
68,5.7891,1.1542859077453613,0.006829044117647058,0.6341911764705882,690,,,,,,,,,
69,5.7892,1.2857059240341187,0.006783088235294118,0.6433823529411765,700,,,,,,,,,
70,5.8354,0.9402834177017212,0.006737132352941176,0.6525735294117647,710,,,,,,,,,
71,5.8011,1.3360607624053955,0.006691176470588235,0.6617647058823529,720,,,,,,,,,
72,5.773,1.1980857849121094,0.006645220588235294,0.6709558823529411,730,,,,,,,,,
73,5.7477,0.7803799510002136,0.006599264705882353,0.6801470588235294,740,,,,,,,,,
74,5.8228,1.7285207509994507,0.006553308823529411,0.6893382352941176,750,,,,,,,,,
75,5.7434,0.8330131769180298,0.006507352941176471,0.6985294117647058,760,,,,,,,,,
76,5.7163,1.394126296043396,0.006461397058823529,0.7077205882352942,770,,,,,,,,,
77,5.7634,1.946000337600708,0.006415441176470589,0.7169117647058824,780,,,,,,,,,
78,5.7482,0.6259802579879761,0.006369485294117647,0.7261029411764706,790,,,,,,,,,
79,5.5978,1.2786731719970703,0.006323529411764706,0.7352941176470589,800,,,,,,,,,
80,5.794,0.8320240378379822,0.006277573529411765,0.7444852941176471,810,,,,,,,,,
81,5.6665,0.8986054062843323,0.006231617647058824,0.7536764705882353,820,,,,,,,,,
82,5.7495,1.447608470916748,0.006185661764705882,0.7628676470588235,830,,,,,,,,,
83,5.8534,0.9363778829574585,0.006139705882352942,0.7720588235294118,840,,,,,,,,,
84,5.7736,2.144601821899414,0.00609375,0.78125,850,,,,,,,,,
85,5.6546,0.5035896897315979,0.006047794117647058,0.7904411764705882,860,,,,,,,,,
86,5.6531,0.8723884224891663,0.006001838235294118,0.7996323529411765,870,,,,,,,,,
87,5.6502,0.5864186882972717,0.005955882352941176,0.8088235294117647,880,,,,,,,,,
88,5.6947,0.740986168384552,0.005909926470588235,0.8180147058823529,890,,,,,,,,,
89,5.6978,2.325023651123047,0.005863970588235294,0.8272058823529411,900,,,,,,,,,
90,5.7595,1.463575839996338,0.005818014705882353,0.8363970588235294,910,,,,,,,,,
91,5.7259,1.3537925481796265,0.005772058823529411,0.8455882352941176,920,,,,,,,,,
92,5.8298,0.9970970153808594,0.005726102941176471,0.8547794117647058,930,,,,,,,,,
93,5.6686,1.2454469203948975,0.005680147058823529,0.8639705882352942,940,,,,,,,,,
94,5.6476,0.7097128629684448,0.005634191176470589,0.8731617647058824,950,,,,,,,,,
95,5.6561,0.48865386843681335,0.005588235294117647,0.8823529411764706,960,,,,,,,,,
96,5.6425,1.1410415172576904,0.0055422794117647054,0.8915441176470589,970,,,,,,,,,
97,5.7114,2.369859457015991,0.005496323529411765,0.9007352941176471,980,,,,,,,,,
98,5.7561,1.4997645616531372,0.005450367647058823,0.9099264705882353,990,,,,,,,,,
99,5.6023,0.7777838110923767,0.005404411764705882,0.9191176470588235,1000,,,,,,,,,
100,5.6428,0.8285970091819763,0.005358455882352941,0.9283088235294118,1010,,,,,,,,,
101,5.6989,1.395910620689392,0.0053125,0.9375,1020,,,,,,,,,
102,5.7317,0.8113116025924683,0.0052665441176470585,0.9466911764705882,1030,,,,,,,,,
103,5.68,5.153277397155762,0.005220588235294118,0.9558823529411765,1040,,,,,,,,,
104,5.7376,1.8323110342025757,0.0051746323529411765,0.9650735294117647,1050,,,,,,,,,
105,5.7338,0.6416411399841309,0.005128676470588235,0.9742647058823529,1060,,,,,,,,,
106,5.7492,1.0840390920639038,0.0050827205882352944,0.9834558823529411,1070,,,,,,,,,
107,5.6014,0.8149212002754211,0.005036764705882353,0.9926470588235294,1080,,,,,,,,,
108,5.6705,1.0407863855361938,0.0049908088235294116,1.0018382352941178,1090,,,,,,,,,
109,5.4409,1.1712443828582764,0.0049448529411764705,1.0110294117647058,1100,,,,,,,,,
110,5.5202,1.0944453477859497,0.0048988970588235295,1.0202205882352942,1110,,,,,,,,,
111,5.5885,0.7566954493522644,0.0048529411764705885,1.0294117647058822,1120,,,,,,,,,
112,5.5118,1.376674771308899,0.0048069852941176475,1.0386029411764706,1130,,,,,,,,,
113,5.491,0.8060323596000671,0.004761029411764706,1.0477941176470589,1140,,,,,,,,,
114,5.5969,1.4497623443603516,0.004715073529411765,1.056985294117647,1150,,,,,,,,,
115,5.5391,0.6718343496322632,0.004669117647058824,1.0661764705882353,1160,,,,,,,,,
116,5.6212,2.096980571746826,0.004623161764705883,1.0753676470588236,1170,,,,,,,,,
117,5.4651,1.5548611879348755,0.004577205882352941,1.0845588235294117,1180,,,,,,,,,
118,5.5516,2.164480447769165,0.00453125,1.09375,1190,,,,,,,,,
119,5.6651,0.8434756398200989,0.004485294117647059,1.1029411764705883,1200,,,,,,,,,
120,5.5339,2.7977395057678223,0.004439338235294118,1.1121323529411764,1210,,,,,,,,,
121,5.4837,0.978441596031189,0.004393382352941177,1.1213235294117647,1220,,,,,,,,,
122,5.4669,1.110681414604187,0.004347426470588236,1.130514705882353,1230,,,,,,,,,
123,5.5284,0.9727539420127869,0.004301470588235295,1.1397058823529411,1240,,,,,,,,,
124,5.5669,2.167386770248413,0.004255514705882353,1.1488970588235294,1250,,,,,,,,,
125,5.5308,1.3735271692276,0.004209558823529412,1.1580882352941178,1260,,,,,,,,,
126,5.584,1.2420272827148438,0.004163602941176471,1.1672794117647058,1270,,,,,,,,,
127,5.4999,1.007439136505127,0.00411764705882353,1.1764705882352942,1280,,,,,,,,,
128,5.5785,0.9266008734703064,0.004071691176470589,1.1856617647058822,1290,,,,,,,,,
129,5.4576,2.650765895843506,0.004025735294117648,1.1948529411764706,1300,,,,,,,,,
130,5.5121,0.7012050747871399,0.003979779411764706,1.2040441176470589,1310,,,,,,,,,
131,5.4707,1.8333081007003784,0.003933823529411765,1.213235294117647,1320,,,,,,,,,
132,5.5066,1.2790822982788086,0.0038878676470588238,1.2224264705882353,1330,,,,,,,,,
133,5.4028,0.956270694732666,0.0038419117647058828,1.2316176470588236,1340,,,,,,,,,
134,5.372,2.718325614929199,0.0037959558823529413,1.2408088235294117,1350,,,,,,,,,
135,5.5655,0.7692012190818787,0.00375,1.25,1360,,,,,,,,,
136,5.4741,1.4139034748077393,0.003704044117647059,1.2591911764705883,1370,,,,,,,,,
137,5.4869,1.4864925146102905,0.0036580882352941174,1.2683823529411764,1380,,,,,,,,,
138,5.5981,2.24418306350708,0.0036121323529411764,1.2775735294117647,1390,,,,,,,,,
139,5.586,0.9925763607025146,0.0035661764705882354,1.2867647058823528,1400,,,,,,,,,
140,5.5282,1.188414454460144,0.0035202205882352944,1.2959558823529411,1410,,,,,,,,,
141,5.4427,0.9190818071365356,0.003474264705882353,1.3051470588235294,1420,,,,,,,,,
142,5.6305,0.9919080138206482,0.003428308823529412,1.3143382352941178,1430,,,,,,,,,
143,5.3985,0.9170132875442505,0.003382352941176471,1.3235294117647058,1440,,,,,,,,,
144,5.4664,1.928327202796936,0.0033363970588235294,1.3327205882352942,1450,,,,,,,,,
145,5.4006,1.185495138168335,0.0032904411764705884,1.3419117647058822,1460,,,,,,,,,
146,5.5541,0.6097272634506226,0.0032444852941176474,1.3511029411764706,1470,,,,,,,,,
147,5.5543,0.8569200038909912,0.0031985294117647055,1.3602941176470589,1480,,,,,,,,,
148,5.4844,0.8501448035240173,0.0031525735294117645,1.3694852941176472,1490,,,,,,,,,
149,5.5152,1.2184709310531616,0.0031066176470588235,1.3786764705882353,1500,,,,,,,,,
150,5.4701,1.643923282623291,0.0030606617647058825,1.3878676470588236,1510,,,,,,,,,
151,5.5266,2.3592495918273926,0.003014705882352941,1.3970588235294117,1520,,,,,,,,,
152,5.4985,1.266488790512085,0.00296875,1.40625,1530,,,,,,,,,
153,5.4505,1.3247586488723755,0.002922794117647059,1.4154411764705883,1540,,,,,,,,,
154,5.5439,2.130009889602661,0.0028768382352941176,1.4246323529411764,1550,,,,,,,,,
155,5.4772,1.1618098020553589,0.0028308823529411766,1.4338235294117647,1560,,,,,,,,,
156,5.4726,1.1557941436767578,0.0027849264705882355,1.4430147058823528,1570,,,,,,,,,
157,5.5152,0.6301087737083435,0.0027389705882352945,1.4522058823529411,1580,,,,,,,,,
158,5.3857,3.0795891284942627,0.0026930147058823527,1.4613970588235294,1590,,,,,,,,,
159,5.4457,1.7391417026519775,0.0026470588235294116,1.4705882352941178,1600,,,,,,,,,
160,5.4089,1.3710135221481323,0.0026011029411764706,1.4797794117647058,1610,,,,,,,,,
